2018-10-06 11:49 DEBUG    manager                       Figuring out config load paths
2018-10-06 11:49 DEBUG    manager                       Adding virtualenv path
2018-10-06 11:49 DEBUG    manager                       Found config: /home/braga/flexget/config.yml
2018-10-06 11:49 DEBUG    manager                       Config file /home/braga/flexget/config.yml selected
2018-10-06 11:49 DEBUG    manager                       sys.defaultencoding: ascii
2018-10-06 11:49 DEBUG    manager                       sys.getfilesystemencoding: UTF-8
2018-10-06 11:49 DEBUG    manager                       flexget detected io encoding: utf-8
2018-10-06 11:49 DEBUG    manager                       os.path.supports_unicode_filenames: False
There is a FlexGet process already running for this config, sending execution there.
2018-10-06 11:49 DEBUG    manager                       Sending command to running FlexGet process: [u'-L', u'debug', u'execute', u'--tasks', u'download-series-rss']
2018-10-06 11:49 DEBUG    cron_env                      Encoding UTF-8 stored
2018-10-06 11:49 DEBUG    util.simple_persistence                 setting key terminal_encoding value 'UTF-8'
2018-10-06 11:49 DEBUG    task          download-series-rss executing download-series-rss
2018-10-06 11:49 DEBUG    template      download-series-rss Merging template series into task download-series-rss
2018-10-06 11:49 DEBUG    template      download-series-rss Merging template reject into task download-series-rss
2018-10-06 11:49 DEBUG    template      download-series-rss Merging template torrents into task download-series-rss
2018-10-06 11:49 DEBUG    template      download-series-rss Merging template transmission-series into task download-series-rss
2018-10-06 11:49 DEBUG    template      download-series-rss Merging template pushbullet into task download-series-rss
2018-10-06 11:49 DEBUG    template      download-series-rss Merging template global into task download-series-rss
2018-10-06 11:49 DEBUG    entry_list    download-series-rss returning <Entry(title=Star Trek: Discovery,state=undecided)>
2018-10-06 11:49 DEBUG    entry_list    download-series-rss returning <Entry(title=The Last Ship,state=undecided)>
2018-10-06 11:49 DEBUG    entry_list    download-series-rss returning <Entry(title=Kidding,state=undecided)>
2018-10-06 11:49 DEBUG    entry_list    download-series-rss returning <Entry(title=Killjoys,state=undecided)>
2018-10-06 11:49 DEBUG    entry_list    download-series-rss returning <Entry(title=American Horror Story,state=undecided)>
2018-10-06 11:49 DEBUG    entry_list    download-series-rss returning <Entry(title=A Discovery of Witches,state=undecided)>
2018-10-06 11:49 DEBUG    entry_list    download-series-rss returning <Entry(title=Young Sheldon,state=undecided)>
2018-10-06 11:49 DEBUG    entry_list    download-series-rss returning <Entry(title=Stan Lees Lucky Man,state=undecided)>
2018-10-06 11:49 DEBUG    entry_list    download-series-rss returning <Entry(title=How to Get Away with Murder,state=undecided)>
2018-10-06 11:49 DEBUG    entry_list    download-series-rss returning <Entry(title=The Sinner,state=undecided)>
2018-10-06 11:49 DEBUG    entry_list    download-series-rss returning <Entry(title=Fear the Walking Dead,state=undecided)>
2018-10-06 11:49 DEBUG    entry_list    download-series-rss returning <Entry(title=9-1-1,state=undecided)>
2018-10-06 11:49 DEBUG    entry_list    download-series-rss returning <Entry(title=Salvation,state=undecided)>
2018-10-06 11:49 DEBUG    entry_list    download-series-rss returning <Entry(title=Striking Out,state=undecided)>
2018-10-06 11:49 DEBUG    entry_list    download-series-rss returning <Entry(title=Castle Rock,state=undecided)>
2018-10-06 11:49 DEBUG    entry_list    download-series-rss returning <Entry(title=Disenchantment,state=undecided)>
2018-10-06 11:49 DEBUG    entry_list    download-series-rss returning <Entry(title=The Alienist,state=undecided)>
2018-10-06 11:49 DEBUG    entry_list    download-series-rss returning <Entry(title=Ozark,state=undecided)>
2018-10-06 11:49 DEBUG    entry_list    download-series-rss returning <Entry(title=The Gifted,state=undecided)>
2018-10-06 11:49 DEBUG    entry_list    download-series-rss returning <Entry(title=Condor,state=undecided)>
2018-10-06 11:49 DEBUG    entry_list    download-series-rss returning <Entry(title=The Good Doctor,state=undecided)>
2018-10-06 11:49 DEBUG    entry_list    download-series-rss returning <Entry(title=Unforgotten,state=undecided)>
2018-10-06 11:49 DEBUG    entry_list    download-series-rss returning <Entry(title=Strange Angel,state=undecided)>
2018-10-06 11:49 DEBUG    entry_list    download-series-rss returning <Entry(title=Mindhunter,state=undecided)>
2018-10-06 11:49 DEBUG    entry_list    download-series-rss returning <Entry(title=This Is Us,state=undecided)>
2018-10-06 11:49 DEBUG    entry_list    download-series-rss returning <Entry(title=The Inheritance Lawyer: Shinichi Kakizaki,state=undecided)>
2018-10-06 11:49 DEBUG    entry_list    download-series-rss returning <Entry(title=Tattoo Age,state=undecided)>
2018-10-06 11:49 DEBUG    entry_list    download-series-rss returning <Entry(title=Gone,state=undecided)>
2018-10-06 11:49 DEBUG    entry_list    download-series-rss returning <Entry(title=House of Cards,state=undecided)>
2018-10-06 11:49 DEBUG    entry_list    download-series-rss returning <Entry(title=The Man in the High Castle,state=undecided)>
2018-10-06 11:49 DEBUG    entry_list    download-series-rss returning <Entry(title=Genius,state=undecided)>
2018-10-06 11:49 DEBUG    entry_list    download-series-rss returning <Entry(title=Marvels Cloak &amp; Dagger,state=undecided)>
2018-10-06 11:49 DEBUG    entry_list    download-series-rss returning <Entry(title=The Walking Dead,state=undecided)>
2018-10-06 11:49 DEBUG    entry_list    download-series-rss returning <Entry(title=Lost in Space,state=undecided)>
2018-10-06 11:49 DEBUG    entry_list    download-series-rss returning <Entry(title=American Crime Story,state=undecided)>
2018-10-06 11:49 DEBUG    entry_list    download-series-rss returning <Entry(title=Marcella,state=undecided)>
2018-10-06 11:49 DEBUG    entry_list    download-series-rss returning <Entry(title=Blindspot,state=undecided)>
2018-10-06 11:49 DEBUG    entry_list    download-series-rss returning <Entry(title=The 100,state=undecided)>
2018-10-06 11:49 DEBUG    entry_list    download-series-rss returning <Entry(title=The Flash,state=undecided)>
2018-10-06 11:49 DEBUG    entry_list    download-series-rss returning <Entry(title=Counterpart,state=undecided)>
2018-10-06 11:49 DEBUG    entry_list    download-series-rss returning <Entry(title=Deutschland 83,state=undecided)>
2018-10-06 11:49 DEBUG    entry_list    download-series-rss returning <Entry(title=Supernatural,state=undecided)>
2018-10-06 11:49 DEBUG    entry_list    download-series-rss returning <Entry(title=Master of None,state=undecided)>
2018-10-06 11:49 DEBUG    entry_list    download-series-rss returning <Entry(title=The Terror,state=undecided)>
2018-10-06 11:49 DEBUG    entry_list    download-series-rss returning <Entry(title=Legion,state=undecided)>
2018-10-06 11:49 DEBUG    entry_list    download-series-rss returning <Entry(title=The Expanse,state=undecided)>
2018-10-06 11:49 DEBUG    entry_list    download-series-rss returning <Entry(title=Goliath,state=undecided)>
2018-10-06 11:49 DEBUG    entry_list    download-series-rss returning <Entry(title=The Rain,state=undecided)>
2018-10-06 11:49 DEBUG    entry_list    download-series-rss returning <Entry(title=Westworld,state=undecided)>
2018-10-06 11:49 DEBUG    entry_list    download-series-rss returning <Entry(title=Santa Clarita Diet,state=undecided)>
2018-10-06 11:49 DEBUG    entry_list    download-series-rss returning <Entry(title=Siren,state=undecided)>
2018-10-06 11:49 DEBUG    entry_list    download-series-rss returning <Entry(title=Into the Badlands,state=undecided)>
2018-10-06 11:49 DEBUG    entry_list    download-series-rss returning <Entry(title=The Magicians,state=undecided)>
2018-10-06 11:49 DEBUG    entry_list    download-series-rss returning <Entry(title=The Handmaids Tale,state=undecided)>
2018-10-06 11:49 DEBUG    entry_list    download-series-rss returning <Entry(title=3%,state=undecided)>
2018-10-06 11:49 DEBUG    entry_list    download-series-rss returning <Entry(title=Humans,state=undecided)>
2018-10-06 11:49 DEBUG    entry_list    download-series-rss returning <Entry(title=Shakespeare &amp; Hathaway - Private Investigators,state=undecided)>
2018-10-06 11:49 DEBUG    entry_list    download-series-rss returning <Entry(title=Requiem,state=undecided)>
2018-10-06 11:49 DEBUG    entry_list    download-series-rss returning <Entry(title=Instinct,state=undecided)>
2018-10-06 11:49 DEBUG    entry_list    download-series-rss returning <Entry(title=Anne with an E,state=undecided)>
2018-10-06 11:49 DEBUG    entry_list    download-series-rss returning <Entry(title=Speechless,state=undecided)>
2018-10-06 11:49 DEBUG    entry_list    download-series-rss returning <Entry(title=Shrink,state=undecided)>
2018-10-06 11:49 DEBUG    entry_list    download-series-rss returning <Entry(title=iZombie,state=undecided)>
2018-10-06 11:49 DEBUG    entry_list    download-series-rss returning <Entry(title=Channel Zero,state=undecided)>
2018-10-06 11:49 DEBUG    entry_list    download-series-rss returning <Entry(title=Umbre,state=undecided)>
2018-10-06 11:49 DEBUG    entry_list    download-series-rss returning <Entry(title=The Frankenstein Chronicles,state=undecided)>
2018-10-06 11:49 DEBUG    entry_list    download-series-rss returning <Entry(title=Britannia,state=undecided)>
2018-10-06 11:49 DEBUG    entry_list    download-series-rss returning <Entry(title=The Girlfriend Experience,state=undecided)>
2018-10-06 11:49 DEBUG    entry_list    download-series-rss returning <Entry(title=Black Mirror,state=undecided)>
2018-10-06 11:49 DEBUG    entry_list    download-series-rss returning <Entry(title=Knightfall,state=undecided)>
2018-10-06 11:49 DEBUG    entry_list    download-series-rss returning <Entry(title=Outlander,state=undecided)>
2018-10-06 11:49 DEBUG    entry_list    download-series-rss returning <Entry(title=Vikings,state=undecided)>
2018-10-06 11:49 DEBUG    entry_list    download-series-rss returning <Entry(title=Frankie Drake Mysteries,state=undecided)>
2018-10-06 11:49 DEBUG    entry_list    download-series-rss returning <Entry(title=Golden Life,state=undecided)>
2018-10-06 11:49 DEBUG    entry_list    download-series-rss returning <Entry(title=Delicious,state=undecided)>
2018-10-06 11:49 DEBUG    logfilter     download-series-rss Log filter 140561667723728 added (context "subliminal.video", term "Scanning video")
2018-10-06 11:49 DEBUG    logfilter     download-series-rss Log filter 140561696422800 added (context "task", term "marked seen")
2018-10-06 11:49 DEBUG    logfilter     download-series-rss Log filter 140561696420496 added (context "task", term "already downloaded")
2018-10-06 11:49 DEBUG    logfilter     download-series-rss Log filter 140561713328528 added (context "task", term "already been downloaded")
2018-10-06 11:49 DEBUG    logfilter     download-series-rss Log filter 140561670598800 added (context "task", term "Task does not have any")
2018-10-06 11:49 DEBUG    logfilter     download-series-rss Log filter 140561670602512 added (context "task", term "Task doesn't have any")
2018-10-06 11:49 DEBUG    logfilter     download-series-rss Log filter 140561670600400 added (context "task", term "is before begin value")
2018-10-06 11:49 DEBUG    logfilter     download-series-rss Log filter 140561670602320 added (context "content_size", term "rejecting")
2018-10-06 11:49 DEBUG    logfilter     download-series-rss Log filter 140561670598928 added (context "urlrewriter", term "URL rewritten to")
2018-10-06 11:49 DEBUG    logfilter     download-series-rss Log filter 140561666441872 added (context "move", term "left because it exceeds safety value")
